Date,NVDA
2000-01-04,-0.027063589478906636
2000-01-05,-0.03347620061791545
2000-01-06,-0.06747856118915507
2000-01-07,0.01656226700789354
2000-01-10,0.03230191323731191
2000-01-11,-0.04130628159395444
2000-01-12,-0.02592963138351223
2000-01-13,0.040876747675853586
2000-01-14,0.04212650796250017
2000-01-18,0.041797082988859646
2000-01-19,-0.009601516605312277
2000-01-20,-0.0027544096657488026
2000-01-21,-0.011114449780576408
2000-01-24,-0.045715005002362474
2000-01-25,-0.00881915458261684
2000-01-26,-0.0421768437978538
2000-01-27,-0.05372453328414917
2000-01-28,-0.029646980826598224
2000-01-31,-0.008395902267358757
2000-02-01,0.023323087125279862
2000-02-02,0.027627071827635685
2000-02-03,0.01589752841199843
2000-02-04,0.023382381149064546
2000-02-07,-0.06361030736937634
2000-02-08,0.04651932618117183
2000-02-09,0.024765265081928778
2000-02-10,0.18639203936707638
2000-02-11,0.01511859926518122
2000-02-14,0.14841382825910587
2000-02-15,-0.03956143571280446
2000-02-16,0.04493452546254595
2000-02-17,0.03475956866979146
2000-02-18,0.10970417004887345
2000-02-22,-0.028229203498385758
2000-02-23,0.005714096975343086
2000-02-24,-0.009532110075539002
2000-02-25,-0.0642863539853673
2000-02-28,-0.007172505929101014
2000-02-29,0.052109785351095894
2000-03-01,-0.029732893894338197
2000-03-02,-0.0697839300515617
2000-03-03,0.01605055497575636
2000-03-06,-0.006387687210457127
2000-03-07,0.35357349799150817
2000-03-08,0.00821652756201896
2000-03-09,0.17731842784683605
2000-03-10,0.16254797468877258
2000-03-13,0.23494072330766302
2000-03-14,-0.3040082671859441
2000-03-15,-0.041720784619242
2000-03-16,-0.1147750684197133
2000-03-17,0.05880022640833649
2000-03-20,-0.0006249625132150882
2000-03-21,-0.05073589578701965
2000-03-22,0.0072233686560183585
2000-03-23,0.017501681054540752
2000-03-24,-0.0426687250962825
2000-03-27,-0.06799008948417518
2000-03-28,-0.0775896725355103
2000-03-29,-0.06821886387271059
2000-03-30,-0.005834677587742254
2000-03-31,0.12158375133054844
2000-04-03,-0.08145868040795512
2000-04-04,-0.03761922539291773
2000-04-05,0.20090009835879363
2000-04-06,0.045309960956458006
2000-04-07,0.06677507173800357
2000-04-10,-0.09250999761497236
2000-04-11,-0.061337569734650765
2000-04-12,-0.10955260215064211
2000-04-13,-0.04377156638152102
2000-04-14,-0.09214210791886757
2000-04-17,0.049837114614671885
2000-04-18,0.1631259010725974
2000-04-19,-0.048903185121291104
2000-04-20,-0.0054089926493994245
2000-04-24,-0.050889764077224564
2000-04-25,0.10372940507556105
2000-04-26,-0.010348333740212157
2000-04-27,0.07855609155250787
2000-04-28,-0.020817949175866657
2000-05-01,0.031750873073802754
2000-05-02,-0.039493354310484285
2000-05-03,-0.01638932160580331
2000-05-04,0.012141527639310201
2000-05-05,0.04509663461654778
2000-05-08,-0.037321586486292135
2000-05-09,-0.014183661732562802
2000-05-10,-0.10377590744938447
2000-05-11,0.041897781408166246
2000-05-12,-0.03086495844025916
2000-05-15,0.06668967355359956
2000-05-16,0.09770563411010835
2000-05-17,0.16172102260803078
2000-05-18,-0.07028645081325591
2000-05-19,-0.008532147911203491
2000-05-22,0.0628582859068827
2000-05-23,-0.008078661136496024
2000-05-24,-0.01283006424462485
2000-05-25,-0.014184508363402237
2000-05-26,0.0050479204286677515
2000-05-30,0.040334082966169804
2000-05-31,0.037950184110683516
2000-06-01,0.027548392819310763
2000-06-02,0.11464244584377692
2000-06-05,0.02126576042431627
2000-06-06,-0.05116136361825485
2000-06-07,-0.045565508495504226
2000-06-08,0.007654672111116589
2000-06-09,0.02806938128727965
2000-06-12,-0.027054578586086064
2000-06-13,0.03100272925605485
2000-06-14,-0.0009839315457036424
2000-06-15,0.02578622165812816
2000-06-16,0.14046928499259637
2000-06-19,0.06072287529579912
2000-06-20,-0.01344418665127911
2000-06-21,0.09668409470411787
2000-06-22,-0.0561160474593585
2000-06-23,-0.09917683333760663
2000-06-26,0.11397493721903684
2000-06-27,-0.15226867660667254
2000-06-28,-0.03936032497373354
2000-06-29,-0.15567299447903937
2000-06-30,0.08086288763057659
2000-07-03,-0.03910197977392782
2000-07-05,-0.11357458394964737
2000-07-06,0.058937882258967234
2000-07-07,0.005384712860619922
2000-07-10,0.05027274975770624
2000-07-11,0.07760410028622267
2000-07-12,0.0279588873239347
2000-07-13,0.08961407307765423
2000-07-14,-0.007592516184449893
2000-07-17,-0.011067708592128023
2000-07-18,-0.0198891324448478
2000-07-19,-0.06587751384836604
2000-07-20,0.026692920737675818
2000-07-21,0.012635775349677525
2000-07-24,-0.08905307304177934
2000-07-25,-0.037967351526388526
2000-07-26,-0.07724453383224827
2000-07-27,-0.07419226684506519
2000-07-28,0.02341912181273864
2000-07-31,0.10536038562810601
2000-08-01,-0.019990571722323436
2000-08-02,0.019990571722323436
2000-08-03,0.04282192582560729
2000-08-04,0.01780271893725005
2000-08-07,0.07550646331737898
2000-08-08,-0.022059889762177765
2000-08-09,-0.030189679037358363
2000-08-10,0.011428888762166967
2000-08-11,-0.023957919236838654
2000-08-14,0.009652525805079692
2000-08-15,0.09018813050697938
2000-08-16,0.024922502892409604
2000-08-17,0.018660224776577916
2000-08-18,0.03468416809014152
2000-08-21,0.015304300445334151
2000-08-22,-0.09907382740847792
2000-08-23,0.05662055875674499
2000-08-24,0.02633796252864551
2000-08-25,-0.02550563391499061
2000-08-28,0.039220673144128027
2000-08-29,-0.0024059417759538793
2000-08-30,0.008794855595577689
2000-08-31,0.011085351265630372
2000-09-01,0.0015741563523246072
2000-09-05,0.001571388333563517
2000-09-06,-0.07157607330800064
